,zipcode,renovated,waterfront,grade,id,price,price_median,price_diference,target_price,status
9332,98103,0,0,8,2919700109,350000.0,532170.0,-182170.0,500500.0,compra
9314,98103,0,0,8,4310701421,350000.0,532170.0,-182170.0,500500.0,compra
3397,98052,0,0,8,2193300620,403000.0,585094.0,-182094.0,576290.0,compra
18369,98033,0,0,7,3901100055,350000.0,532000.0,-182000.0,500500.0,compra
11543,98126,0,0,7,3277801646,238000.0,420000.0,-182000.0,340340.0,compra
12490,98053,0,0,8,8682291510,389000.0,570500.0,-181500.0,556270.0,compra
12432,98053,0,0,8,8682301910,389000.0,570500.0,-181500.0,556270.0,compra
3305,98052,0,0,8,5422570260,405000.0,585094.0,-180094.0,579150.0,compra
1159,98115,0,0,7,7920100045,350000.0,530000.0,-180000.0,500500.0,compra
11893,98155,0,0,7,6163900073,180000.0,360000.0,-180000.0,257400.0,compra
1311,98115,0,0,7,7977201065,350000.0,530000.0,-180000.0,500500.0,compra
11274,98122,0,0,8,1934800133,397500.0,577500.0,-180000.0,568425.0,compra
1209,98115,0,0,7,5100401429,350500.0,530000.0,-179500.0,501215.0,compra
12521,98053,0,0,8,8682211030,391265.0,570500.0,-179235.0,559508.95,compra
3302,98052,0,0,8,5422560810,406500.0,585094.0,-178594.0,581295.0,compra
3364,98052,0,0,8,5422560660,407000.0,585094.0,-178094.0,582010.0,compra
1468,98115,0,0,7,1995200215,352000.0,530000.0,-178000.0,503360.0,compra
8884,98052,0,0,7,1237500120,300000.0,478000.0,-178000.0,429000.0,compra
7402,98116,0,0,7,5505700055,345000.0,522750.0,-177750.0,493350.0,compra
796,98146,0,0,7,1823049182,147400.0,325000.0,-177600.0,210782.0,compra
7317,98008,0,0,7,3298400350,312500.0,490000.0,-177500.0,446875.0,compra
11230,98122,0,0,8,1189000205,400000.0,577500.0,-177500.0,572000.0,compra
11226,98122,0,0,8,1407300012,400000.0,577500.0,-177500.0,572000.0,compra
3454,98027,0,0,8,5561200980,390000.0,567500.0,-177500.0,557700.0,compra
9189,98103,0,0,8,263000359,355000.0,532170.0,-177170.0,507650.0,compra
9331,98103,0,0,8,993001563,355000.0,532170.0,-177170.0,507650.0,compra
9307,98103,0,0,8,4310703083,355000.0,532170.0,-177170.0,507650.0,compra
7024,98038,0,0,8,1442800150,199950.0,377000.0,-177050.0,285928.5,compra
10307,98029,0,0,8,3904930530,350000.0,527000.0,-177000.0,500500.0,compra
2106,98103,0,0,7,3126049415,388000.0,565000.0,-177000.0,554840.0,compra
10215,98029,0,0,8,3629960600,350000.0,527000.0,-177000.0,500500.0,compra
18377,98033,0,0,7,3893100327,355000.0,532000.0,-177000.0,507650.0,compra
3993,98117,0,0,8,2776600082,407500.0,584500.0,-177000.0,582725.0,compra
294,98074,0,0,8,1954420170,368250.0,545000.0,-176750.0,526597.5,compra
9102,98108,0,0,7,6056100150,160797.0,337500.0,-176703.0,229939.71,compra
3893,98117,0,0,8,6824100005,408000.0,584500.0,-176500.0,583440.0,compra
5770,98059,0,0,8,5127000470,292000.0,468497.5,-176497.5,417560.0,compra
5793,98059,0,0,8,869700140,292000.0,468497.5,-176497.5,417560.0,compra
9326,98103,0,0,8,6749700063,356000.0,532170.0,-176170.0,509080.0,compra
10232,98029,0,0,8,8929000060,351358.0,527000.0,-175642.0,502441.94,compra
11479,98126,0,0,7,1932300075,245000.0,420000.0,-175000.0,350350.0,compra
12753,98053,0,0,7,7203102140,300000.0,475000.0,-175000.0,429000.0,compra
3659,98117,0,0,7,3626039403,360000.0,535000.0,-175000.0,514800.0,compra
1958,98103,0,0,7,4459800100,390000.0,565000.0,-175000.0,557700.0,compra
6629,98034,0,0,7,9477100620,245000.0,420000.0,-175000.0,350350.0,compra
18437,98033,0,0,7,6608500260,357500.0,532000.0,-174500.0,511225.0,compra
9316,98103,0,0,8,3126049500,359000.0,532170.0,-173170.0,513370.0,compra
1933,98103,0,0,7,3126049094,392450.0,565000.0,-172550.0,561203.5,compra
12489,98053,0,0,8,8682291970,398000.0,570500.0,-172500.0,569140.0,compra
9184,98103,0,0,8,9524100050,360000.0,532170.0,-172170.0,514800.0,compra
9292,98103,0,0,8,993000307,360000.0,532170.0,-172170.0,514800.0,compra
9360,98103,0,0,8,263000018,360000.0,532170.0,-172170.0,514800.0,compra
7035,98038,0,0,8,1442800060,205000.0,377000.0,-172000.0,293150.0,compra
2032,98103,0,0,7,91000320,393000.0,565000.0,-172000.0,561990.0,compra
1996,98103,0,0,7,6431500280,393000.0,565000.0,-172000.0,561990.0,compra
18456,98033,0,0,7,3888100133,360000.0,532000.0,-172000.0,514800.0,compra
3538,98027,0,0,8,3424069066,396450.0,567500.0,-171050.0,566923.5,compra
6742,98034,0,0,7,3057000400,249000.0,420000.0,-171000.0,356070.0,compra
7726,98118,0,0,7,3331001285,180000.0,351000.0,-171000.0,257400.0,compra
4196,98107,0,0,8,2767604252,344000.0,514700.0,-170700.0,491920.0,compra
13987,98118,0,0,6,7129304540,133000.0,303500.0,-170500.0,190190.0,compra
11704,98155,0,0,7,3972900160,190000.0,360000.0,-170000.0,271700.0,compra
1979,98103,0,0,7,6430500293,395000.0,565000.0,-170000.0,564850.0,compra
6510,98034,0,0,7,5104500020,250000.0,420000.0,-170000.0,357500.0,compra
12736,98053,0,0,7,7203102080,305000.0,475000.0,-170000.0,436150.0,compra
2067,98103,0,0,7,3626039279,395000.0,565000.0,-170000.0,564850.0,compra
14569,98133,0,0,8,6145601599,250000.0,420000.0,-170000.0,357500.0,compra
12821,98053,0,0,7,7203101590,305000.0,475000.0,-170000.0,436150.0,compra
10179,98029,0,0,8,8929000170,357186.0,527000.0,-169814.0,510775.98,compra
10192,98029,0,0,8,8929000130,357562.0,527000.0,-169438.0,511313.66,compra
1691,98107,0,0,7,7445000105,373500.0,542500.0,-169000.0,534105.0,compra
10301,98029,0,0,8,3630000150,358500.0,527000.0,-168500.0,512655.0,compra
5826,98059,0,0,8,1560870470,300000.0,468497.5,-168497.5,429000.0,compra
5750,98059,0,0,8,869700320,300000.0,468497.5,-168497.5,429000.0,compra
6970,98038,0,0,8,5104530560,208633.0,377000.0,-168367.0,298345.19,compra
3818,98117,0,0,7,6132600221,367000.0,535000.0,-168000.0,524810.0,compra
261,98136,0,0,7,7625703007,271115.0,439000.0,-167885.0,387694.45,compra
7463,98116,0,0,7,9277700075,355000.0,522750.0,-167750.0,507650.0,compra
1685,98107,0,0,7,1176001195,375000.0,542500.0,-167500.0,536250.0,compra
7604,98118,0,0,7,4006000571,183750.0,351000.0,-167250.0,262762.5,compra
596,98198,0,0,7,2724200705,95000.0,262000.0,-167000.0,135850.0,compra
10211,98029,0,0,8,3630050180,360000.0,527000.0,-167000.0,514800.0,compra
18489,98033,0,0,7,1238500978,365000.0,532000.0,-167000.0,521950.0,compra
11557,98126,0,0,7,4365200186,253500.0,420000.0,-166500.0,362505.0,compra
10228,98029,0,0,8,3629960060,362000.0,527000.0,-165000.0,517660.0,compra
1211,98115,0,0,7,8024201270,365000.0,530000.0,-165000.0,521950.0,compra
11705,98155,0,0,7,5727500102,195000.0,360000.0,-165000.0,278850.0,compra
1474,98115,0,0,7,2979800762,365000.0,530000.0,-165000.0,521950.0,compra
3816,98117,0,0,7,9268200285,370000.0,535000.0,-165000.0,529100.0,compra
1283,98115,0,0,7,5101404698,365000.0,530000.0,-165000.0,521950.0,compra
13926,98118,0,0,6,4006000401,140000.0,303500.0,-163500.0,200200.0,compra
13240,98106,0,0,6,7899800450,107000.0,270000.0,-163000.0,153010.0,compra
13270,98106,0,0,6,7899800045,107000.0,270000.0,-163000.0,153010.0,compra
8899,98052,0,0,7,5116060030,315000.0,478000.0,-163000.0,450450.0,compra
6927,98125,0,0,7,6413600290,252500.0,415000.0,-162500.0,361075.0,compra
9101,98108,0,0,7,6056100165,175003.0,337500.0,-162497.0,250254.28999999998,compra
9323,98103,0,0,8,993000327,369950.0,532170.0,-162220.0,529028.5,compra
9344,98103,0,0,8,3126049498,370000.0,532170.0,-162170.0,529100.0,compra
2361,98133,0,0,7,6450301690,210000.0,370768.5,-160768.5,300300.0,compra
1493,98115,0,0,7,5100403818,369500.0,530000.0,-160500.0,528385.0,compra
11494,98126,0,0,7,1781500435,260000.0,420000.0,-160000.0,371800.0,compra
13530,98106,0,0,7,3004800175,165000.0,325000.0,-160000.0,235950.0,compra
11745,98155,0,0,7,3670500605,200000.0,360000.0,-160000.0,286000.0,compra
1294,98115,0,0,7,2061100265,370000.0,530000.0,-160000.0,529100.0,compra
11502,98126,0,0,7,2235000015,260600.0,420000.0,-159400.0,372658.0,compra
12813,98053,0,0,7,7302000610,316000.0,475000.0,-159000.0,451880.0,compra
175,98136,0,0,7,9169600275,280000.0,439000.0,-159000.0,400400.0,compra
2585,98133,0,0,7,6145600557,212000.0,370768.5,-158768.5,303160.0,compra
6952,98125,0,0,7,6411600411,257000.0,415000.0,-158000.0,367510.0,compra
12888,98059,0,0,7,5127001320,190000.0,347725.0,-157725.0,271700.0,compra
6132,98144,0,0,7,7132300042,247300.0,405000.0,-157700.0,353639.0,compra
6876,98125,0,0,7,3822200036,257500.0,415000.0,-157500.0,368225.0,compra
13520,98106,0,0,7,880000005,168000.0,325000.0,-157000.0,240240.0,compra
1604,98028,0,0,7,9406500600,239950.0,396000.0,-156050.0,343128.5,compra
1566,98028,0,0,7,9406500310,240000.0,396000.0,-156000.0,343200.0,compra
9105,98108,0,0,7,6056100160,182568.0,337500.0,-154932.0,261072.24,compra
5802,98059,0,0,8,869700060,315000.0,468497.5,-153497.5,450450.0,compra
12735,98053,0,0,7,8807600340,322000.0,475000.0,-153000.0,460460.0,compra
1548,98028,0,0,7,9406500540,243000.0,396000.0,-153000.0,347490.0,compra
220,98136,0,0,7,4318200360,286000.0,439000.0,-153000.0,408980.0,compra
5831,98059,0,0,8,869700050,316000.0,468497.5,-152497.5,451880.0,compra
11616,98126,0,0,7,3277801431,268500.0,420000.0,-151500.0,383955.0,compra
7712,98118,0,0,7,8072000035,200000.0,351000.0,-151000.0,286000.0,compra
2572,98133,0,0,7,6145601745,220000.0,370768.5,-150768.5,314600.0,compra
741,98146,0,0,7,1823049202,175000.0,325000.0,-150000.0,250250.0,compra
222,98136,0,0,7,9238901020,289000.0,439000.0,-150000.0,413270.0,compra
13976,98118,0,0,6,4356200210,153500.0,303500.0,-150000.0,219505.0,compra
6962,98125,0,0,7,2926049582,265000.0,415000.0,-150000.0,378950.0,compra
738,98146,0,0,7,2973800030,175000.0,325000.0,-150000.0,250250.0,compra
2389,98133,0,0,7,2881700547,221000.0,370768.5,-149768.5,316030.0,compra
243,98136,0,0,7,2493200455,290000.0,439000.0,-149000.0,414700.0,compra
12799,98053,0,0,7,203900380,326188.0,475000.0,-148812.0,466448.83999999997,compra
13937,98118,0,0,6,1443500385,155000.0,303500.0,-148500.0,221650.0,compra
5743,98059,0,0,8,1081200350,320000.0,468497.5,-148497.5,457600.0,compra
12843,98059,0,0,7,7206900075,200000.0,347725.0,-147725.0,286000.0,compra
1556,98028,0,0,7,9406500530,249000.0,396000.0,-147000.0,356070.0,compra
6982,98038,0,0,8,1442800400,230000.0,377000.0,-147000.0,328900.0,compra
5767,98059,0,0,8,7230400430,322400.0,468497.5,-146097.5,461032.0,compra
1561,98028,0,0,7,114100791,250000.0,396000.0,-146000.0,357500.0,compra
2483,98133,0,0,7,9310300175,225000.0,370768.5,-145768.5,321750.0,compra
11526,98126,0,0,7,7312400325,275000.0,420000.0,-145000.0,393250.0,compra
11523,98126,0,0,7,9109000050,275000.0,420000.0,-145000.0,393250.0,compra
6814,98125,0,0,7,4427100025,270000.0,415000.0,-145000.0,386100.0,compra
11541,98126,0,0,7,3277800729,275000.0,420000.0,-145000.0,393250.0,compra
13487,98106,0,0,7,3298701070,180000.0,325000.0,-145000.0,257400.0,compra
6637,98034,0,0,7,3211600650,275000.0,420000.0,-145000.0,393250.0,compra
8901,98052,0,0,7,3585220070,333760.0,478000.0,-144240.0,477276.8,compra
102,98178,0,0,7,3347400525,147000.0,291000.0,-144000.0,210210.0,compra
2526,98133,0,0,7,9310300185,227000.0,370768.5,-143768.5,324610.0,compra
13995,98118,0,0,6,3336001316,160000.0,303500.0,-143500.0,228800.0,compra
13880,98118,0,0,6,7135300026,160000.0,303500.0,-143500.0,228800.0,compra
13877,98118,0,0,6,3812400657,160000.0,303500.0,-143500.0,228800.0,compra
7752,98118,0,0,7,3336500140,208800.0,351000.0,-142200.0,298584.0,compra
7548,98118,0,0,7,7135300046,210000.0,351000.0,-141000.0,300300.0,compra
7694,98118,0,0,7,1035000007,210000.0,351000.0,-141000.0,300300.0,compra
7626,98118,0,0,7,7131300035,210000.0,351000.0,-141000.0,300300.0,compra
13897,98118,0,0,6,2690600005,162500.0,303500.0,-141000.0,232375.0,compra
7727,98118,0,0,7,2660500283,210000.0,351000.0,-141000.0,300300.0,compra
1624,98028,0,0,7,8690600050,255000.0,396000.0,-141000.0,364650.0,compra
12,98178,0,0,7,4058802105,150000.0,291000.0,-141000.0,214500.0,compra
10058,98065,0,0,7,5103900045,299000.0,440000.0,-141000.0,427570.0,compra
1002,98038,0,0,7,2538800030,156601.0,297000.0,-140399.0,223939.43,compra
13920,98118,0,0,6,1443501020,163250.0,303500.0,-140250.0,233447.5,compra
11580,98126,0,0,7,3277801448,280000.0,420000.0,-140000.0,400400.0,compra
790,98146,0,0,7,7796600085,185000.0,325000.0,-140000.0,264550.0,compra
11783,98155,0,0,7,6163900981,220000.0,360000.0,-140000.0,314600.0,compra
6556,98034,0,0,7,8835200790,280000.0,420000.0,-140000.0,400400.0,compra
6872,98125,0,0,7,3834000520,275000.0,415000.0,-140000.0,393250.0,compra
4305,98001,0,0,7,3751600030,100000.0,240000.0,-140000.0,143000.0,compra
11739,98155,0,0,7,7417700664,220000.0,360000.0,-140000.0,314600.0,compra
6424,98034,0,0,7,8835200800,281000.0,420000.0,-139000.0,401830.0,compra
13974,98118,0,0,6,3333002450,165000.0,303500.0,-138500.0,235950.0,compra
12908,98059,0,0,7,1023059190,210000.0,347725.0,-137725.0,300300.0,compra
254,98136,0,0,7,2349300069,301500.0,439000.0,-137500.0,431145.0,compra
259,98136,0,0,7,7625702901,302860.0,439000.0,-136140.0,433089.8,compra
6847,98125,0,0,7,4426600125,279000.0,415000.0,-136000.0,398970.0,compra
2383,98133,0,0,7,6300000364,235000.0,370768.5,-135768.5,336050.0,compra
8140,98056,0,0,7,8948500065,210000.0,345000.0,-135000.0,300300.0,compra
11484,98126,0,0,7,3278604400,285000.0,420000.0,-135000.0,407550.0,compra
13292,98106,0,0,6,3298701025,135000.0,270000.0,-135000.0,193050.0,compra
11787,98155,0,0,7,6668900155,225000.0,360000.0,-135000.0,321750.0,compra
6826,98125,0,0,7,8822901301,281000.0,415000.0,-134000.0,401830.0,compra
833,98038,0,0,7,6661200320,163500.0,297000.0,-133500.0,233805.0,compra
